food_id,food_name,caloric_value,protein,carbohydrates,fat
1,cream cheese,51.0,0.9,0.8,5.0
2,neufchatel cheese,215.0,7.8,3.1,19.4
3,requeijao cremoso light catupiry,49.0,0.8,0.9,3.6
4,ricotta cheese,30.0,1.5,1.5,2.0
5,cream cheese low fat,30.0,1.2,1.2,2.3
6,cream cheese fat free,19.0,2.8,1.4,0.2
7,gruyere cheese,116.0,8.3,0.1,9.1
8,cheddar cheese,113.0,6.4,0.9,9.3
9,parmesan cheese,71.0,6.4,0.6,4.5
10,romano cheese,19.0,1.6,0.2,1.3
11,parmesan cheese grated,21.0,1.4,0.7,1.4
12,port salut cheese,465.0,31.4,0.8,37.2
13,swiss cheese,98.0,6.7,0.4,7.7
14,goat cheese hard,128.0,8.6,0.6,10.1
15,gouda cheese,100.0,7.0,0.6,7.7
16,pepper jack cheese lucerne,75.0,5.0,0.0,6.0
17,caraway cheese,106.0,7.1,0.9,8.3
18,gjetost cheese,1058.0,21.9,96.8,67.0
19,tilsit cheese,136.0,9.8,0.8,10.4
20,goat cheese,103.0,6.1,0.01,8.4
21,brick cheese,111.0,7.0,0.8,8.9
22,asadero cheese,402.0,25.5,3.2,31.9
23,camembert cheese,90.0,5.9,0.1,7.3
24,provolone cheese reduced fat,310.0,27.9,4.0,19.9
25,roquefort cheese,314.0,18.3,1.7,26.0
26,queso blanco cheese,366.0,24.0,3.0,28.7
27,queso seco cheese,315.0,23.8,2.0,23.6
28,goat cheese soft,75.0,5.2,0.0,6.0
29,mozzarella cheese,90.0,6.7,0.7,6.6
30,chihuahua cheese,494.0,28.5,7.3,39.2
31,limburger cheese,98.0,6.0,0.1,8.2
32,muenster cheese,486.0,30.9,1.5,39.7
33,queso fresco cheese,365.0,22.1,3.6,29.1
34,brie cheese,100.0,6.2,0.1,8.3
35,pimento cheese,525.0,31.0,2.4,43.7
36,mexican cheese,316.0,27.7,3.8,21.7
37,feta cheese,80.0,4.3,1.2,6.4
38,mozzarella cheese fat free,159.0,35.8,4.0,0.0
39,provolone cheese,463.0,33.8,2.8,35.1
40,anejo cheese,492.0,28.3,6.1,39.6
41,honey,64.0,0.08,17.3,0.0
42,apple butter,35.0,0.05,8.5,0.06
43,fruit jam,56.0,0.0,13.8,0.1
44,chocolate hazelnut spread,100.0,1.0,11.5,5.5
45,peanut butter,88.0,3.3,3.6,7.4
46,peanut spread,101.0,3.8,2.2,8.5
47,chicken spread,88.0,10.1,2.3,9.8
48,cheese spread,708.0,17.0,8.4,68.6
49,tahini,86.0,2.7,3.9,7.2
50,orange marmalade,49.0,0.01,13.3,0.0
51,american cheese spread,46.0,2.6,1.4,3.4
52,apricot jam,48.0,0.1,12.9,0.01
53,chunky peanut butter,94.0,3.8,3.5,8.0
54,ham and cheese spread,37.0,2.4,0.3,2.8
55,chicken and rice casserole homade,27.0,2.0,2.4,1.0
56,picnic loaf,65.0,4.2,1.3,4.7
57,corn tamale,309.0,5.8,44.3,12.0
58,baked potato with cheese sauce bacon,451.0,18.4,44.4,25.9
59,chinese egg roll,223.0,7.4,24.3,10.6
60,butter croissant,231.0,4.7,26.1,12.0
61,enchilada with cheese beef,323.0,11.9,30.5,17.6
62,corned beef hash with potatoes,387.0,20.6,21.9,24.2
63,biscuit with egg cheese bacon,436.0,17.4,35.4,25.3
64,bagel with ham egg cheese,483.0,26.7,52.4,18.5
65,quesadilla with chicken,529.0,27.1,43.3,27.5
66,corn rice,110.0,1.8,25.2,0.3
67,kung pao chicken,779.0,59.0,41.5,42.2
68,beef empanada,298.0,10.1,27.8,16.3
69,frijoles with cheese,225.0,11.4,28.7,7.8
70,burrito with beef,285.0,9.1,43.9,8.1
71,crispy chicken sandwich,350.0,14.8,33.2,17.6
72,enchilada with cheese,374.0,15.4,21.2,25.3
73,pork egg roll,189.0,8.4,25.1,6.1
74,corn on the cob with butter,155.0,4.5,31.9,3.4
75,pancakes with butter syrup,260.0,4.1,45.4,7.0
76,burrito with beans,224.0,7.0,35.7,6.7
77,scrambled eggs,100.0,6.5,1.0,7.6
78,baked potato with sour cream,393.0,6.7,50.0,22.3
79,turkey and gravy,161.0,14.1,11.1,6.3
80,chicken egg roll,158.0,8.4,22.8,3.6
81,vegetable egg roll,153.0,5.2,25.0,3.6
82,ham cheese roll,67.0,3.8,1.1,5.2
83,biscuit with ham,386.0,13.4,43.8,18.4
84,lemon chicken,1440.0,68.6,122.0,74.9
85,hummus,435.0,12.0,49.5,21.1
86,croissant with egg cheese,368.0,12.8,24.3,24.7
87,enchirito with cheese beef beans,344.0,17.9,33.8,16.1
88,sweet sour pork,38.0,1.2,3.3,2.2
89,crab cake,160.0,11.3,5.1,10.4
90,egg dinner roll,107.0,3.3,18.2,2.2
91,english muffin with egg cheese sausage,472.0,22.1,28.8,29.9
92,buttermilk pancakes,86.0,2.6,10.9,3.5
93,omelet,94.0,6.4,0.4,7.1
94,taco with chicken cheese lettuce,185.0,13.0,19.3,6.2
95,spinach souffle,230.0,10.7,8.0,17.6
96,english muffin with cheese sausage,365.0,14.3,27.3,22.3
97,potato gratin,328.0,12.4,27.6,18.6
98,biscuit with egg,436.0,17.4,35.4,25.3
99,french fries deep fried,222.0,2.4,29.4,10.5
100,sweet sour chicken,46.0,1.8,4.4,2.3
101,burrito with beans beef,460.0,27.8,47.0,18.0
102,nachos with cinnamon sugar,592.0,7.2,63.4,36.0
103,arroz con grandules,209.0,4.0,35.4,5.7
104,chili con carne,271.0,14.7,33.1,8.8
105,arroz con abichuelas,223.0,6.2,37.3,5.4
106,biscuit with sausage,412.0,10.7,33.3,27.1
107,vegetarian stew,304.0,42.0,17.3,7.4
108,chicken sandwich with cheese,632.0,29.4,41.6,38.8
109,biscuit with egg steak,410.0,17.9,21.3,28.4
110,taco salad,212.0,10.0,17.9,11.2
111,succotash,213.0,9.7,46.8,1.5
112,nachos with cheese jalapeno peppers,608.0,16.8,60.1,34.1
113,biscuit with egg ham,442.0,20.4,31.4,27.0
114,ladyfingers,103.0,3.0,16.9,2.6
115,mozzarella steak fried,102.0,4.6,7.7,5.9
116,tamale navajo,285.0,11.7,33.7,11.4
117,blueberry pancakes,84.0,2.3,11.0,3.5
118,chimichanga with beef cheese,443.0,20.1,39.3,23.4
119,egg cheese sandwich,340.0,15.6,25.9,19.4
120,biscuit with egg bacon,458.0,17.0,28.6,31.1
121,pupusas con queso,300.0,13.7,26.2,15.5
122,apple croissant,145.0,4.2,21.1,5.0
123,refried red beans,336.0,11.7,36.0,16.1
124,tostada with guacamole,180.0,6.2,16.0,11.6
125,chicken sandwich,468.0,30.4,39.1,20.9
126,fried rice,228.0,6.5,43.4,3.2
127,pupusas del cerdo,283.0,14.0,28.1,12.7
128,turkey pot pie,699.0,25.8,70.3,34.9
129,cheese croissant,331.0,7.4,37.6,16.7
130,chimichanga with beef,425.0,19.6,42.8,19.7
131,french toast with butter,178.0,5.2,18.0,9.4
132,ham egg cheese sandwich,347.0,19.2,30.9,16.3
133,english muffin with butter,189.0,4.9,30.4,5.8
134,savoury noodle one pan dinner tandaco,172.0,0.0,5.5,1.2
135,ham cheese sandwich,352.0,20.7,33.3,15.5
136,sweet gefilte fish,35.0,3.8,3.1,0.7
137,poached egg,72.0,6.3,0.4,4.7
138,tostada with beef cheese,315.0,19.0,22.8,16.3
139,tostada with beans cheese,223.0,9.6,26.5,9.9
140,pork tamale,247.0,10.4,22.4,12.8
141,nachos with cheese,274.0,3.5,27.9,17.2
142,pulled pork in barbecue sauce,418.0,32.8,46.7,11.0
143,baked potato with cheese sauce,474.0,14.6,46.5,28.7
144,baked beans,310.0,11.1,43.3,10.3
145,arroz con frijoles,220.0,6.8,35.6,5.6
146,taco with beef cheese lettuce,156.0,6.1,13.7,8.8
147,burrito with beans cheese beef,165.0,7.3,19.8,6.6
148,egg mix,30.0,2.4,0.1,2.2
149,falafel,57.0,2.3,5.4,3.0
150,taco salad with chili con carne,193.0,11.6,17.7,8.8
151,wonton wrappers,93.0,3.1,18.5,0.5
152,hushpuppies,512.0,11.7,69.9,20.5
153,chicken pot pie,598.0,14.6,57.3,34.6
154,general tsos chicken,1578.0,69.0,128.3,87.5
155,burrito with beans cheese,379.0,13.6,57.8,11.2
156,vegetarian fillets,247.0,19.6,7.7,15.3
157,biscuit with egg sausage,505.0,18.0,34.1,33.6
158,chicken chow mein,513.0,40.8,50.1,16.9
159,fruit burrito,231.0,2.5,35.0,9.5
160,arroz con leche,369.0,8.1,63.0,9.3
161,caramel custard flan,444.0,13.9,69.7,12.3
162,gelatin dessert,167.0,3.3,38.3,0.0
163,chocolate milk dessert,229.0,5.9,51.6,1.4
164,chocolate mousse,338.0,6.2,24.1,24.0
165,dulce de leche,60.0,1.3,10.5,1.4
166,apple crisp,454.0,4.9,87.0,9.7
167,spinach spaghetti cooked,182.0,6.4,36.6,0.9
168,corn pasta cooked,176.0,3.7,39.1,1.0
169,spaghetti with meat sauce,255.0,14.3,43.1,2.9
170,pasta with meatballs in tomato sauce,273.0,10.6,28.3,13.0
171,cheese tortellini,332.0,14.6,50.8,7.8
172,pasta with sliced franks in tomato sauce,227.0,11.0,32.0,6.0
173,lasagna,166.0,9.0,18.9,6.1
174,macaroni cheese,310.0,12.6,43.7,9.4
175,vegetable lasagna,316.0,15.6,32.2,13.7
176,spinach egg noodles cooked,211.0,8.1,38.8,2.5
177,cheese lasagna,316.0,15.9,33.6,13.0
178,pasta with tomato sauce,176.0,5.6,35.1,1.8
179,spinach pasta cooked,37.0,1.4,7.1,0.3
180,vegetable chicken soup,166.0,12.3,21.1,4.8
181,bean ham soup,198.0,10.3,33.5,2.5
182,cream of chicken soup,227.0,6.0,18.0,14.5
183,tomato soup canned,139.0,6.3,22.6,3.3
184,egg drop soup,65.0,2.8,10.3,1.5
185,scotch broth,197.0,12.1,23.0,6.4
186,cream of onion soup,268.0,6.7,31.7,12.8
187,chicken broth dry,10.0,0.7,1.1,0.2
188,vegetable soup with beef broth,162.0,6.0,26.3,3.8
189,chili with beans canned,287.0,14.6,30.5,14.1
190,beef noodle soup,168.0,9.6,17.9,6.2
191,consomme dry,17.0,2.2,1.9,0.2
192,chicken mushroom soup,126.0,2.0,15.1,6.1
193,beef vegetable soup,120.0,8.0,15.4,2.9
194,black bean soup,234.0,12.4,39.6,3.4
195,split pea soup with ham bacon,189.0,11.6,28.6,3.1
196,cream of mushroom soup,199.0,3.4,17.1,13.4
197,green pea soup,320.0,16.7,51.7,5.7
198,chicken broth soup,78.0,11.1,1.9,2.6
199,chicken mushroom chowder soup,431.0,16.2,38.3,23.7
200,chicken dumplings soup,235.0,13.6,14.7,13.4
201,chicken vegetable soup,148.0,7.1,17.0,5.6
202,turkey vegetable soup,72.0,3.1,8.6,3.0
203,wonton soup,71.0,4.6,11.7,0.6
204,beef stock,31.0,4.7,2.9,0.2
205,mushroom barley soup,186.0,4.6,29.3,5.5
206,gazpacho soup,70.0,10.7,6.6,0.4
207,beef mushroom soup,186.0,14.0,15.9,7.3
208,chicken rice soup,127.0,12.3,13.0,3.2
209,pepperpot soup,100.0,6.2,9.1,4.5
210,vegetable soup,149.0,4.3,24.6,4.0
211,chili beef soup,308.0,13.4,49.6,6.7
212,chicken soup,174.0,12.4,16.9,6.5
213,bean with frankfurters soup,188.0,10.0,22.0,7.0
214,pea soup,161.0,8.3,25.6,2.8
215,turkey soup,135.0,10.2,14.1,4.4
216,stockpot soup,201.0,9.8,23.1,7.8
217,hot sour soup,91.0,6.0,10.1,2.8
218,cheese soup,203.0,2.0,28.0,9.7
219,cream of potato soup,186.0,3.8,32.2,4.7
220,bean with bacon soup,106.0,5.5,16.4,2.1
221,fish stock,40.0,5.3,0.0,1.9
222,split pea soup with ham,381.0,20.7,56.2,8.9
223,beef broth soup,17.0,2.7,0.01,0.5
224,lentil soup with ham,139.0,9.3,20.2,2.8
225,tomato soup,98.0,2.2,22.5,0.7
226,fish broth,39.0,4.9,1.0,1.5
227,chili without beans canned,283.0,18.1,14.6,17.0
228,minestrone soup,167.0,8.6,22.6,5.0
229,clam chowder soup,154.0,4.4,24.5,4.4
230,tomato vegetable soup,54.0,1.9,9.9,0.8
231,cream of rice coup,127.0,2.2,28.1,0.2
232,cream of celery soup,181.0,3.3,17.7,11.2
233,chicken gravy,188.0,4.6,12.9,13.6
234,tomato rice soup,240.0,4.2,44.1,5.5
235,vegetable beef soup,128.0,18.1,9.6,2.0
236,tomato beef noodle soup,281.0,8.9,42.3,8.6
237,oyster stew soup,118.0,4.2,8.2,7.7
238,ramen noodle soup dry,371.0,8.9,53.9,13.3
239,chicken noodle soup,145.0,7.2,18.4,4.7
240,chicken bouillon dry,11.0,0.7,0.7,0.6
241,cream of asparagus soup,174.0,4.6,21.5,8.2
242,turkey noodle soup,139.0,7.8,17.3,4.0
243,cream of shrimp soup,181.0,5.6,16.5,10.4
244,bean with pork soup,335.0,15.3,44.1,11.5
245,chicken broth,12.0,1.0,1.0,0.5
246,beef broth powder,8.0,0.6,0.6,0.3
247,split pea soup,180.0,9.7,29.9,2.3
248,escarole soup,61.0,3.4,4.0,4.0
249,chicken stock,86.0,6.0,8.5,2.9
250,tomato bisque soup,248.0,4.5,47.7,5.0
251,shark fin soup,99.0,6.9,8.2,4.3
252,onion soup,113.0,7.5,16.4,3.5
253,chicken gumbo soup,113.0,5.3,16.8,2.9
254,crab soup,95.0,10.4,12.5,0.8
255,tripe soup,148.0,17.2,8.1,5.2
256,little india little lunch,164.0,0.0,2.0,10.6
257,original chicken sandwich chick fil a,125.0,0.0,0.0,5.1
258,sausage mcmuffin mcdonalds,383.0,14.6,28.2,24.2
259,sausage mcgriddles mcdonalds,421.0,11.4,42.2,24.0
260,crispy chicken drumstick kentucky fried chicken,70.0,10.6,0.0,3.0
261,chicken crispy drumsticks kentucky fried chicken,156.0,11.8,4.5,10.1
262,biscuit kentucky fried chicken,185.0,3.8,22.1,9.1
263,english muffin mcdonalds,97.0,5.7,2.9,2.3
264,french fries mcdonalds,378.0,4.0,49.8,18.1
265,hotdog,383.0,16.4,28.5,23.0
266,french fries burger king,207.0,2.4,28.6,9.2
267,original taco with beef cheese lettuce taco bell,158.0,6.1,13.7,8.8
268,hotdog with chili,296.0,13.5,31.3,13.4
269,chicken crispy wings kentucky fried chicken,148.0,9.2,5.1,10.1
270,egg white delight mcdonalds,250.0,0.0,0.0,16.0
271,french toast sticks burger king,73.0,1.3,8.7,3.7
272,mcchicken mcdonalds,358.0,13.7,36.6,17.3
273,nachos supreme taco bell,480.0,14.8,45.0,26.6
274,crispy chicken wing kentucky fried chicken,104.0,12.6,1.3,5.3
275,chicken strips burger king,105.0,6.6,7.4,5.5
276,crispy chicken breast kentucky fried chicken,214.0,38.2,0.4,6.7
277,sausage biscuit mcdonalds,440.0,11.3,31.8,29.7
278,sausage burrito mcdonalds,339.0,13.0,24.2,17.1
279,onion rings fried,27.0,0.3,2.8,1.6
280,onion rings burger king,379.0,3.5,39.7,23.0
281,turkey patty fried,79.0,3.9,4.4,5.0
282,hotcakes with syrup mcdonalds,601.0,9.0,101.8,17.8
283,crispy chicken thigh kentucky fried chicken,163.0,20.4,0.0,9.1
284,corn dog,195.0,6.7,21.0,9.4
285,chicken box mcdonalds,70.0,0.2,5.5,4.0
286,potato wedges kentucky fried chicken,379.0,5.4,45.0,19.8
287,scrambled eggs mcdonalds,98.0,7.7,0.9,7.5
288,egg mcmuffin mcdonalds,287.0,17.2,27.3,12.2
289,nachos taco bell,362.0,5.1,36.0,21.9
290,biscuit large mcdonalds,310.0,5.5,39.4,14.4
291,crispy chicken strips kentucky fried chicken,129.0,9.5,6.4,7.2
292,hotcakes mcdonalds,113.0,3.0,19.0,2.9
293,chicken crispy breast kentucky fried chicken,375.0,29.7,11.9,23.2
294,hotcakes sausage mcdonalds,776.0,15.5,102.4,34.9
295,chicken mcnuggets mcdonalds,48.0,2.5,2.4,3.2
296,chips chipotle,151.0,0.2,2.1,7.1
297,biscuit mcdonalds,261.0,4.7,33.3,12.2
298,rice bowl with chicken,36.0,1.6,6.4,0.4
299,spaghetti with meatballs,200.0,8.7,22.9,8.2
300,meat ravioli canned,259.0,8.9,36.0,8.9
301,cheese ravioli canned,186.0,6.0,33.0,3.5
302,premium crispy chicken ranch blt sandwich mcdonalds,586.0,35.3,59.8,22.9
303,steak sandwich,459.0,30.3,52.0,14.1
304,cheeseburger burger king,380.0,19.4,31.5,19.7
305,cheeseburger mcdonalds,313.0,15.4,33.1,14.0
306,double cheeseburger,643.0,37.0,41.0,36.9
307,double hamburger,942.0,52.1,51.4,58.6
308,premium grilled chicken classic sandwich mcdonalds,366.0,28.3,44.6,8.6
309,big n tasty with cheese mcdonalds,573.0,27.2,39.7,36.0
310,premium grilled chicken club sandwich mcdonalds,493.0,38.3,44.3,18.0
311,quarter pounder mcdonalds,417.0,24.1,37.9,19.8
312,premium crispy chicken classic sandwich mcdonalds,524.0,27.8,58.6,20.0
313,veggie burger,124.0,11.0,10.0,4.4
314,quarter pounder with cheese mcdonalds,513.0,29.0,39.7,28.3
315,beef sandwich steak raw,173.0,9.2,0.0,15.1
316,cheeseburger,292.0,15.0,28.7,13.2
317,premium grilled chicken ranch blt sandwich mcdonalds,412.0,33.7,44.3,10.9
318,double whopper with cheese burger king,1061.0,57.7,53.9,68.1
319,big mac mcdonalds,563.0,25.9,44.0,32.8
320,sandwich with cold cuts,833.0,41.1,79.9,39.3
321,filet o fish mcdonalds,378.0,15.1,35.4,19.6
322,hand breaded chicken tenders carls jr,57.0,0.0,0.2,2.9
323,grilled chicken sandwich wendys,370.0,0.0,0.0,8.0
324,sandwich with roast beef,410.0,28.6,44.3,13.0
325,hamburger burger king,258.0,14.7,26.5,10.4
326,big n tasty mcdonalds,524.0,24.7,38.5,31.7
327,roast beef sandwich,364.0,22.6,33.1,15.3
328,roast beef sandwich with cheese,473.0,32.2,45.4,18.0
329,hamburger,255.0,12.9,28.7,9.9
330,premium fish sandwich burger king,572.0,22.6,58.7,27.4
331,whopper burger king,790.0,35.4,52.8,48.4
332,sandwich with tuna salad,584.0,29.7,55.4,28.0
333,original chicken sandwich burger king,569.0,24.2,52.2,29.2
334,double whopper burger king,942.0,52.1,51.4,58.6
335,premium crispy chicken club sandwich mcdonalds,635.0,39.1,57.4,29.9
336,hamburger mcdonalds,251.0,12.3,28.8,9.6
337,pepperoni pizza dominos,308.0,12.7,36.0,12.6
338,sausage pizza,325.0,13.3,35.5,14.3
339,pepperoni pizza,313.0,13.0,35.5,13.2
340,pepperoni pizza pizza hut,269.0,12.3,30.3,10.9
341,cheese pizza pizza hut,260.0,11.5,30.0,10.5
342,cheese pizza,285.0,12.2,35.7,10.4
343,cheese pizza dominos,278.0,11.7,35.9,9.7
344,meat vegetable pizza,332.0,15.0,34.5,14.8
345,sucker raw,146.0,26.6,0.0,3.7
346,northern pike raw,348.0,76.3,0.0,2.7
347,haddock cooked,135.0,30.0,0.0,0.8
348,burbot cooked,104.0,22.3,0.0,0.9
349,pollock cooked,356.0,75.3,0.0,3.8
350,rainbow smelt raw,27.0,5.0,0.0,0.7
351,whitefish cooked,265.0,37.7,0.0,11.6
352,walleye pike raw,148.0,30.4,0.0,1.9
353,carp cooked,275.0,38.9,0.0,12.2
354,wolffish cooked,293.0,53.4,0.0,7.3
355,snapper cooked,218.0,44.7,0.0,2.9
356,roe cooked,58.0,8.1,0.5,2.3
357,anchovy raw,37.0,5.8,0.0,1.4
358,herring raw,291.0,33.0,0.0,16.6
359,cod raw,189.0,41.1,0.0,1.5
360,tilapia raw,111.0,23.3,0.0,2.0
361,whiting cooked,84.0,16.9,0.0,1.2
362,skipjack tuna cooked,407.0,86.9,0.0,4.0
363,salmon cooked,733.0,78.7,0.0,44.0
364,chum salmon cooked,474.0,79.5,0.0,14.9
365,american shad cooked,363.0,31.3,0.0,25.4
366,shark cooked,65.0,5.3,1.8,3.9
367,trout cooked,118.0,16.5,0.0,5.3
368,swordfish raw,196.0,26.7,0.0,9.0
369,rainbow trout cooked,119.0,16.9,0.0,5.2
370,fish sandwich with cheese,374.0,15.1,35.4,19.6
371,jellyfish dried,21.0,3.2,0.0,0.8
372,mullet raw,139.0,23.0,0.0,4.5
373,halibut cooked,353.0,71.7,0.0,5.1
374,lingcod raw,213.0,44.2,0.0,2.7
375,orange roughy cooked,30.0,6.4,0.0,0.3
376,cisco raw,77.0,15.0,0.0,1.5
377,florida pompano cooked,186.0,20.8,0.0,10.7
378,snapper raw,218.0,44.7,0.0,2.9
379,fish sandwich,565.0,22.6,58.7,27.4
380,haddock raw,143.0,31.5,0.0,0.9
381,ocean perch raw,51.0,9.8,0.0,1.0
382,cuttlefish cooked,45.0,9.2,0.5,0.4
383,cod cooked,189.0,41.1,0.0,1.5
384,seatrout raw,248.0,39.8,0.0,8.6
385,flounder raw,114.0,20.2,0.0,3.1
386,spot cooked,79.0,11.9,0.0,3.1
387,walleye pike cooked,148.0,30.4,0.0,1.9
388,perch raw,55.0,11.6,0.0,0.6
389,pumpkin seed sunfish raw,43.0,9.3,0.0,0.3
390,salt mackerel,415.0,25.2,0.0,34.1
391,mackerel cooked,231.0,21.0,0.0,15.7
392,tilapia cooked,111.0,22.8,0.0,2.3
393,drum raw,236.0,34.7,0.0,9.8
394,atlantic croaker fried,192.0,15.8,6.6,11.0
395,pumpkin seed sunfish cooked,42.0,9.2,0.0,0.3
396,wolffish raw,294.0,53.6,0.0,7.3
397,bluefin tuna cooked,276.0,44.9,0.0,9.4
398,scup cooked,68.0,12.1,0.0,1.8
399,herring cooked,290.0,32.9,0.0,16.6
400,bluefish raw,186.0,30.1,0.0,6.4
401,sheepshead cooked,234.0,48.4,0.0,3.0
402,bass cooked,91.0,15.0,0.0,2.9
403,pout cooked,279.0,58.4,0.0,3.2
404,chinook salmon raw,709.0,78.9,0.0,41.3
405,rockfish raw,172.0,35.1,0.0,2.6
406,tilefish raw,371.0,67.6,0.0,8.9
407,scup raw,174.0,31.3,0.0,4.5
408,sablefish cooked,755.0,51.9,0.0,59.3
409,tuna salad,383.0,32.9,19.3,19.0
410,coho salmon cooked,255.0,34.7,0.0,11.8
411,roe raw,20.0,3.1,0.2,0.9
412,sea bass raw,125.0,23.8,0.0,2.6
413,pink salmon cooked,349.0,56.0,0.0,12.0
414,sockeye salmon cooked,493.0,82.1,0.0,17.3
415,whitefish raw,265.0,37.8,0.0,11.6
416,greenland halibut cooked,760.0,58.6,0.0,56.4
417,northern pike cooked,350.0,76.5,0.0,2.7
418,salmon raw,824.0,80.9,0.0,53.1
419,turbot cooked,388.0,65.4,0.0,12.0
420,surimi,28.0,4.3,1.9,0.3
421,chinook salmon cooked,711.0,79.2,0.0,41.2
422,mullet cooked,140.0,23.1,0.0,4.5
423,chum salmon raw,3.0,0.6,0.0,0.1
424,butterfish raw,47.0,5.5,0.0,2.6
425,sea bass cooked,125.0,23.9,0.0,2.6
426,greenland halibut raw,759.0,58.6,0.0,56.5
427,halibut raw,371.0,75.7,0.0,5.4
428,sturgeon cooked,184.0,28.2,0.0,7.0
429,fish fillet fried,211.0,13.3,15.4,11.2
430,rainbow trout raw,111.0,15.8,0.0,4.9
431,pout raw,278.0,58.6,0.0,3.2
432,rainbow smelt cooked,35.0,6.4,0.0,0.9
433,monkfish raw,22.0,4.1,0.0,0.4
434,trout raw,117.0,16.4,0.0,5.2
435,shark raw,37.0,5.9,0.0,1.3
436,burbot raw,104.0,22.4,0.0,0.9
437,dolphinfish cooked,173.0,37.7,0.0,1.4
438,crayfish cooked,25.0,5.0,0.0,0.4
439,dolphinfish raw,173.0,37.7,0.0,1.4
440,perch cooked,54.0,11.4,0.0,0.5
441,cusk raw,106.0,23.2,0.0,0.8
442,bluefin tuna raw,41.0,6.6,0.0,1.4
443,milkfish cooked,54.0,7.4,0.0,2.4
444,carp raw,277.0,38.9,0.0,12.2
445,sturgeon raw,30.0,4.6,0.0,1.1
446,orange roughy raw,22.0,4.6,0.0,0.2
447,catfish fried,199.0,15.7,7.0,11.6
448,cuttlefish raw,22.0,4.6,0.2,0.2
449,bass raw,90.0,14.9,0.0,2.9
450,flounder cooked,109.0,19.4,0.0,3.0
451,milkfish raw,42.0,5.8,0.0,1.9
452,eel raw,375.0,37.6,0.0,23.8
453,catfish raw,189.0,24.2,0.0,9.4
454,fish sticks,78.0,3.1,6.1,4.5
455,coho salmon raw,254.0,33.8,0.0,12.2
456,monkfish cooked,27.0,5.3,0.0,0.6
457,yellowtail cooked,546.0,86.6,0.0,19.6
458,yellowfin tuna cooked,37.0,8.2,0.0,0.2
459,ling cooked,168.0,36.8,0.0,1.2
460,eel cooked,67.0,6.7,0.0,4.2
461,sablefish raw,753.0,51.8,0.0,59.1
462,salmon nuggets,60.0,3.6,4.0,3.3
463,yellowtail raw,546.0,86.5,0.0,19.6
464,butterfish cooked,47.0,5.5,0.0,2.6
465,caviar,42.0,3.9,0.6,2.9
466,pollock raw,355.0,75.0,0.0,3.8
467,catfish cooked,206.0,26.4,0.0,10.3
468,whiting raw,83.0,16.8,0.0,1.2
469,pink salmon raw,404.0,65.2,0.0,14.0
470,yellowfin tuna raw,31.0,6.9,0.0,0.1
471,mackerel raw,230.0,20.8,0.0,15.6
472,turbot raw,388.0,65.5,0.0,12.0
473,cusk cooked,106.0,23.1,0.0,0.8
474,atlantic croaker raw,82.0,14.0,0.0,2.5
475,sucker cooked,148.0,26.6,0.0,3.7
476,spot raw,79.0,11.8,0.0,3.1
477,drum cooked,236.0,34.6,0.0,9.7
478,crayfish raw,3.0,0.6,0.0,0.05
479,tilefish cooked,441.0,73.5,0.0,14.1
480,bluefish cooked,186.0,30.1,0.0,6.4
481,grouper cooked,238.0,50.2,0.0,2.6
482,sheepshead raw,257.0,48.1,0.0,5.7
483,herring kippered,87.0,9.8,0.0,4.9
484,grouper raw,238.0,50.2,0.0,2.6
485,ocean perch cooked,48.0,9.3,0.0,0.9
486,ling raw,168.0,36.7,0.0,1.2
487,lingcod cooked,329.0,68.4,0.0,4.1
488,florida pompano raw,184.0,20.7,0.0,10.6
489,rockfish cooked,162.0,33.1,0.0,2.4
490,seatrout cooked,247.0,39.9,0.0,8.6
491,sockeye salmon raw,562.0,84.4,0.0,22.2
492,swordfish cooked,182.0,24.9,0.0,8.4
493,american shad raw,362.0,31.2,0.0,25.3
494,sardine canned in oil,310.0,36.7,0.0,17.1
495,anchovy canned in oil,8.0,1.2,0.0,0.4
496,salmon canned,520.0,79.1,0.0,20.3
497,sardines in tomato sauce canned,165.0,18.6,0.5,9.3
498,sockeye salmon canned,563.0,79.5,0.0,24.9
499,tuna canned,102.0,18.9,0.0,2.4
500,pink salmon canned,530.0,80.9,0.0,20.4
501,cod canned,328.0,71.0,0.0,2.7
502,eastern oyster canned,110.0,11.4,6.3,4.0
503,chum salmon canned,520.0,79.1,0.0,20.3
504,tuna canned in oil,331.0,47.2,0.0,14.4
505,wild pink salmon oceans,320.0,0.0,0.0,16.0
506,shrimp canned,128.0,26.1,0.0,1.7
507,alaska king crab raw,144.0,31.5,0.0,1.0
508,scallops fried,64.0,2.6,6.4,3.2
509,shrimp cooked,7.0,1.3,0.01,0.09
510,clams fried,19.0,1.3,1.0,1.0
511,alaska king crab cooked,130.0,25.9,0.0,2.1
512,scallops cooked,11.0,2.1,0.5,0.06
513,squid fried,140.0,14.4,6.2,6.0
514,oyster raw,41.0,4.7,2.5,1.2
515,abalone,89.0,14.5,5.1,0.6
516,queen crab raw,25.0,5.2,0.0,0.3
517,whelk cooked,78.0,13.5,4.4,0.2
518,oyster cooked,41.0,4.7,2.5,1.2
519,eastern oyster cooked,8.0,0.7,0.7,0.2
520,blue mussels cooked,344.0,47.6,14.8,9.0
521,octopus raw,23.0,4.2,0.6,0.3
